PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
JJ Celestine,19,12,0.631578947368421,906
OO Bascome,47,17,0.3617021276595745,906
Qaiser Ali,32,10,0.3125,906
RD Steede,13,9,0.6923076923076923,906
RDM Leverock,5,5,1.0,906
RJ Trott,101,48,0.4752475247524752,906
S Dhaniram,87,79,0.9080459770114943,906
SD Outerbridge,57,42,0.7368421052631579,906
Sami Faridi,26,16,0.6153846153846154,906
TC Bastiampillai,17,8,0.47058823529411764,906
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Abdur Razzak,6,5,0.8333333333333334,1788
BRM Taylor,36,27,0.75,1788
CB Mpofu,3,2,0.6666666666666666,1788
CJ Chibhabha,30,24,0.8,1788
CR Ervine,61,41,0.6721311475409836,1788
E Chigumbura,11,7,0.6363636363636364,1788
Imrul Kayes,74,41,0.5540540540540541,1788
Junaid Siddique,21,11,0.5238095238095238,1788
KM Dabengwa,7,8,1.1428571428571428,1788
KO Meth,5,3,0.6,1788
Mahmudullah,41,14,0.34146341463414637,1788
Mashrafe Mortaza,16,12,0.75,1788
Mohammad Ashraful,10,6,0.6,1788
Mushfiqur Rahim,9,1,0.1111111111111111,1788
P Utseya,29,21,0.7241379310344828,1788
RW Chakabva,86,45,0.5232558139534884,1788
RW Price,2,1,0.5,1788
Shafiul Islam,6,3,0.5,1788
Shakib Al Hasan,65,63,0.9692307692307692,1788
Suhrawadi Shuvo,18,11,0.6111111111111112,1788
T Taibu,30,14,0.4666666666666667,1788
Tamim Iqbal,32,23,0.71875,1788
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
R Dravid,19,9,0.47368421052631576,226
SR Tendulkar,3,2,0.6666666666666666,226
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Strauss,37,25,0.6756756756756757,102
GO Jones,51,53,1.0392156862745099,102
ID Blackwell,10,11,1.1,102
IK Pathan,1,1,1.0,102
IR Bell,46,32,0.6956521739130435,102
KP Pietersen,57,64,1.1228070175438596,102
Kabir Ali,4,1,0.25,102
LE Plunkett,10,6,0.6,102
MJ Prior,11,2,0.18181818181818182,102
PD Collingwood,85,64,0.7529411764705882,102
R Dravid,81,69,0.8518518518518519,102
RV Uthappa,96,86,0.8958333333333334,102
SI Mahmood,4,9,2.25,102
SK Raina,70,53,0.7571428571428571,102
Yuvraj Singh,58,63,1.0862068965517242,102
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
G Gambhir,97,65,0.6701030927835051,2391
IK Pathan,19,6,0.3157894736842105,2391
LD Chandimal,11,6,0.5454545454545454,2391
MS Dhoni,16,11,0.6875,2391
PP Ojha,18,5,0.2777777777777778,2391
R Ashwin,15,21,1.4,2391
RG Sharma,5,0,0.0,2391
SK Raina,5,1,0.2,2391
TM Dilshan,50,50,1.0,2391
UT Yadav,3,0,0.0,2391
V Kohli,5,1,0.2,2391
V Sehwag,19,15,0.7894736842105263,2391
WU Tharanga,69,59,0.855072463768116,2391
Z Khan,4,2,0.5,2391
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Finch,16,7,0.4375,2943
AN Cook,66,39,0.5909090909090909,2943
BA Stokes,6,0,0.0,2943
CJ Jordan,6,4,0.6666666666666666,2943
CJ McKay,1,1,1.0,2943
EJG Morgan,40,39,0.975,2943
GJ Bailey,75,56,0.7466666666666667,2943
GJ Maxwell,35,22,0.6285714285714286,2943
IR Bell,23,14,0.6086956521739131,2943
JC Buttler,9,5,0.5555555555555556,2943
JC Tredwell,4,0,0.0,2943
JE Root,87,55,0.632183908045977,2943
JP Faulkner,27,27,1.0,2943
MJ Clarke,26,8,0.3076923076923077,2943
MS Wade,46,31,0.6739130434782609,2943
NM Coulter-Nile,19,15,0.7894736842105263,2943
RS Bopara,45,25,0.5555555555555556,2943
SCJ Broad,4,7,1.75,2943
SE Marsh,54,36,0.6666666666666666,2943
SR Watson,4,0,0.0,2943
TT Bresnan,14,13,0.9285714285714286,2943
XJ Doherty,1,1,1.0,2943
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Asghar Stanikzai,63,32,0.5079365079365079,3574
CJ Chibhabha,33,26,0.7878787878787878,3574
CR Ervine,9,1,0.1111111111111111,3574
CT Mutombodzi,9,4,0.4444444444444444,3574
E Chigumbura,46,15,0.32608695652173914,3574
LM Jongwe,38,22,0.5789473684210527,3574
Mirwais Ashraf,7,0,0.0,3574
Mohammad Nabi,16,12,0.75,3574
Mohammad Shahzad,83,80,0.963855421686747,3574
Nawroz Mangal,17,6,0.35294117647058826,3574
Noor Ali Zadran,54,23,0.42592592592592593,3574
R Mutumbami,18,5,0.2777777777777778,3574
Rashid Khan,11,9,0.8181818181818182,3574
SC Williams,22,11,0.5,3574
Samiullah Shenwari,30,10,0.3333333333333333,3574
Shafiqullah,6,4,0.6666666666666666,3574
Sikandar Raza,114,86,0.7543859649122807,3574
TS Chisoro,13,8,0.6153846153846154,3574
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Russell,42,37,0.8809523809523809,2267
B Lee,2,0,0.0,2267
CJ McKay,2,0,0.0,2267
CS Baugh,72,33,0.4583333333333333,2267
DA Warner,51,37,0.7254901960784313,2267
DJ Bravo,15,13,0.8666666666666667,2267
DJ Hussey,18,15,0.8333333333333334,2267
DJG Sammy,14,10,0.7142857142857143,2267
DM Bravo,3,0,0.0,2267
DT Christian,14,12,0.8571428571428571,2267
GJ Bailey,88,59,0.6704545454545454,2267
J Charles,56,45,0.8035714285714286,2267
KA Pollard,43,36,0.8372093023255814,2267
KAJ Roach,11,9,0.8181818181818182,2267
KOA Powell,19,12,0.631578947368421,2267
MEK Hussey,96,67,0.6979166666666666,2267
MN Samuels,20,2,0.1,2267
MS Wade,11,2,0.18181818181818182,2267
NM Lyon,5,4,0.8,2267
SP Narine,10,10,1.0,2267
SR Watson,14,10,0.7142857142857143,2267
XJ Doherty,2,0,0.0,2267
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CJ McKay,11,2,0.18181818181818182,2572
DA Warner,74,60,0.8108108108108109,2572
DJ Hussey,9,1,0.1111111111111111,2572
DPMD Jayawardene,12,4,0.3333333333333333,2572
GJ Bailey,39,22,0.5641025641025641,2572
MA Starc,37,52,1.4054054054054055,2572
MC Henriques,11,3,0.2727272727272727,2572
MG Johnson,25,10,0.4,2572
MJ Clarke,20,20,1.0,2572
MS Wade,53,31,0.5849056603773585,2572
PJ Hughes,8,1,0.125,2572
TM Dilshan,9,9,1.0,2572
XJ Doherty,15,10,0.6666666666666666,2572
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AN Cook,46,30,0.6521739130434783,2703
BB McCullum,12,5,0.4166666666666667,2703
CR Woakes,53,36,0.6792452830188679,2703
EJG Morgan,9,6,0.6666666666666666,2703
GD Elliott,44,27,0.6136363636363636,2703
GP Swann,14,15,1.0714285714285714,2703
IJL Trott,53,37,0.6981132075471698,2703
IR Bell,27,18,0.6666666666666666,2703
JC Buttler,25,14,0.56,2703
JE Root,41,30,0.7317073170731707,2703
JEC Franklin,22,16,0.7272727272727273,2703
JM Anderson,5,5,1.0,2703
KS Williamson,2,0,0.0,2703
L Ronchi,4,0,0.0,2703
LRPL Taylor,79,54,0.6835443037974683,2703
MJ Guptill,127,103,0.8110236220472441,2703
TT Bresnan,34,25,0.7352941176470589,2703
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Kumble,5,2,0.4,403
DPMD Jayawardene,10,4,0.4,403
HMCM Bandara,3,3,1.0,403
Harbhajan Singh,7,2,0.2857142857142857,403
KC Sangakkara,128,110,0.859375,403
KD Karthik,50,31,0.62,403
KMDN Kulasekara,4,4,1.0,403
MF Maharoof,27,17,0.6296296296296297,403
MS Atapattu,25,15,0.6,403
MS Dhoni,69,48,0.6956521739130435,403
R Dravid,10,5,0.5,403
RP Arnold,17,7,0.4117647058823529,403
RV Uthappa,6,7,1.1666666666666667,403
S Sreesanth,1,0,0.0,403
SC Ganguly,81,62,0.7654320987654321,403
SR Tendulkar,64,54,0.84375,403
ST Jayasuriya,11,9,0.8181818181818182,403
TM Dilshan,66,56,0.8484848484848485,403
V Sehwag,23,19,0.8260869565217391,403
WU Tharanga,16,11,0.6875,403
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,6,0,0.0,2344
Azhar Ali,2,3,1.5,2344
DPMD Jayawardene,21,3,0.14285714285714285,2344
HDRL Thirimanne,76,42,0.5526315789473685,2344
KC Sangakkara,34,9,0.2647058823529412,2344
KMDN Kulasekara,47,18,0.3829787234042553,2344
LD Chandimal,11,0,0.0,2344
Misbah-ul-Haq,81,30,0.37037037037037035,2344
Mohammad Hafeez,60,37,0.6166666666666667,2344
NLTC Perera,33,17,0.5151515151515151,2344
Shahid Afridi,4,2,0.5,2344
TM Dilshan,9,5,0.5555555555555556,2344
Umar Akmal,49,36,0.7346938775510204,2344
WU Tharanga,27,10,0.37037037037037035,2344
Younis Khan,16,5,0.3125,2344
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB Barath,28,25,0.8928571428571429,1529
AG Cremer,41,15,0.36585365853658536,1529
BRM Taylor,6,1,0.16666666666666666,1529
CH Gayle,21,32,1.5238095238095237,1529
D Ramdin,26,12,0.46153846153846156,1529
DJ Bravo,8,6,0.75,1529
DJG Sammy,5,1,0.2,1529
E Chigumbura,78,42,0.5384615384615384,1529
GA Lamb,51,12,0.23529411764705882,1529
H Masakadza,11,0,0.0,1529
KA Pollard,42,22,0.5238095238095238,1529
N Deonarine,69,32,0.463768115942029,1529
P Utseya,16,5,0.3125,1529
RW Price,7,5,0.7142857142857143,1529
S Chanderpaul,12,2,0.16666666666666666,1529
S Matsikenyeri,9,1,0.1111111111111111,1529
T Maruma,22,9,0.4090909090909091,1529
T Taibu,33,14,0.42424242424242425,1529
V Sibanda,23,11,0.4782608695652174,1529
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Symonds,46,31,0.6739130434782609,789
AC Gilchrist,8,7,0.875,789
B Lee,10,17,1.7,789
G Gambhir,4,3,0.75,789
GB Hogg,31,23,0.7419354838709677,789
JR Hopes,38,15,0.39473684210526316,789
MEK Hussey,68,45,0.6617647058823529,789
MG Johnson,3,6,2.0,789
MJ Clarke,8,4,0.5,789
ML Hayden,90,82,0.9111111111111111,789
MS Dhoni,12,15,1.25,789
RG Sharma,87,66,0.7586206896551724,789
RT Ponting,5,1,0.2,789
RV Uthappa,35,17,0.4857142857142857,789
SR Tendulkar,124,117,0.9435483870967742,789
Yuvraj Singh,21,10,0.47619047619047616,789
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CJ Chibhabha,48,42,0.875,3494
CR Ervine,111,130,1.1711711711711712,3494
E Chigumbura,31,26,0.8387096774193549,3494
GD Elliott,33,43,1.303030303030303,3494
H Masakadza,104,84,0.8076923076923077,3494
JDS Neesham,9,14,1.5555555555555556,3494
KS Williamson,103,97,0.941747572815534,3494
LRPL Taylor,126,112,0.8888888888888888,3494
MJ Guptill,18,11,0.6111111111111112,3494
SC Williams,10,7,0.7,3494
TWM Latham,19,14,0.7368421052631579,3494
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,45,52,1.1555555555555554,4170
BKG Mendis,94,89,0.9468085106382979,4170
DAS Gunaratne,21,34,1.619047619047619,4170
HH Pandya,6,9,1.5,4170
KM Jadhav,14,25,1.7857142857142858,4170
MD Gunathilaka,73,76,1.0410958904109588,4170
MDKJ Perera,46,47,1.0217391304347827,4170
MS Dhoni,54,63,1.1666666666666667,4170
N Dickwella,19,7,0.3684210526315789,4170
RG Sharma,79,78,0.9873417721518988,4170
S Dhawan,130,125,0.9615384615384616,4170
V Kohli,5,0,0.0,4170
Yuvraj Singh,18,7,0.3888888888888889,4170
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Anamul Haque,43,29,0.6744186046511628,3338
HDRL Thirimanne,83,52,0.6265060240963856,3338
KC Sangakkara,76,105,1.381578947368421,3338
Mahmudullah,47,28,0.5957446808510638,3338
Mashrafe Mortaza,8,7,0.875,3338
Mominul Haque,3,1,0.3333333333333333,3338
Mushfiqur Rahim,41,36,0.8780487804878049,3338
Rubel Hossain,5,0,0.0,3338
Sabbir Rahman,63,53,0.8412698412698413,3338
Shakib Al Hasan,59,46,0.7796610169491526,3338
Soumya Sarkar,16,25,1.5625,3338
TM Dilshan,149,161,1.080536912751678,3338
Tamim Iqbal,2,0,0.0,3338
Taskin Ahmed,1,0,0.0,3338
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Mithun,17,4,0.23529411764705882,1677
A Nehra,11,4,0.36363636363636365,1677
AJ McKay,1,0,0.0,1677
DR Tuffey,14,19,1.3571428571428572,1677
GD Elliott,14,7,0.5,1677
GJ Hopkins,12,10,0.8333333333333334,1677
JDP Oram,10,14,1.4,1677
KD Karthik,21,14,0.6666666666666666,1677
KD Mills,5,9,1.8,1677
KS Williamson,9,0,0.0,1677
LRPL Taylor,117,95,0.811965811965812,1677
MJ Guptill,6,11,1.8333333333333333,1677
MS Dhoni,9,2,0.2222222222222222,1677
P Kumar,8,1,0.125,1677
PJ Ingram,17,12,0.7058823529411765,1677
PP Ojha,4,0,0.0,1677
RA Jadeja,44,20,0.45454545454545453,1677
RG Sharma,11,4,0.36363636363636365,1677
SB Styris,97,89,0.9175257731958762,1677
SK Raina,6,6,1.0,1677
V Sehwag,24,19,0.7916666666666666,1677
Yuvraj Singh,27,5,0.18518518518518517,1677
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BB McCullum,4,1,0.25,3
CL Cairns,7,2,0.2857142857142857,3
CRD Fernando,8,4,0.5,3
DL Vettori,21,7,0.3333333333333333,3
DPMD Jayawardene,15,12,0.8,3
HJH Marshall,72,50,0.6944444444444444,3
HMCM Bandara,22,12,0.5454545454545454,3
J Mubarak,84,53,0.6309523809523809,3
JEC Franklin,28,29,1.0357142857142858,3
JM How,5,5,1.0,3
KC Sangakkara,46,52,1.1304347826086956,3
L Vincent,15,8,0.5333333333333333,3
MF Maharoof,2,0,0.0,3
MS Atapattu,29,19,0.6551724137931034,3
PG Fulton,64,50,0.78125,3
RP Arnold,21,11,0.5238095238095238,3
SB Styris,20,13,0.65,3
SE Bond,19,9,0.47368421052631576,3
SP Fleming,53,37,0.6981132075471698,3
TM Dilshan,34,17,0.5,3
WPUJC Vaas,9,9,1.0,3
WU Tharanga,12,9,0.75,3
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Balbirnie,24,20,0.8333333333333334,3294
AR Cusack,14,7,0.5,3294
CS MacLeod,3,0,0.0,3294
EC Joyce,6,5,0.8333333333333334,3294
GC Wilson,41,21,0.5121951219512195,3294
HJW Gardiner,12,5,0.4166666666666667,3294
I Wardlaw,8,5,0.625,3294
JF Mooney,46,36,0.782608695652174,3294
KJ Coetzer,7,2,0.2857142857142857,3294
KJ O'Brien,21,13,0.6190476190476191,3294
MA Leask,18,16,0.8888888888888888,3294
MH Cross,2,1,0.5,3294
MW Machan,128,86,0.671875,3294
NJ O'Brien,110,80,0.7272727272727273,3294
PL Mommsen,25,16,0.64,3294
PR Stirling,23,28,1.2173913043478262,3294
RD Berrington,40,28,0.7,3294
RM Haq,48,10,0.20833333333333334,3294
RML Taylor,25,17,0.68,3294
WTS Porterfield,2,0,0.0,3294
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,23,18,0.782608695652174,60
AC Gilchrist,7,1,0.14285714285714285,60
AJ Hall,4,4,1.0,60
B Lee,4,1,0.25,60
DR Martyn,9,4,0.4444444444444444,60
GB Hogg,8,6,0.75,60
GC Smith,30,24,0.8,60
HH Dippenaar,43,31,0.7209302325581395,60
HH Gibbs,72,66,0.9166666666666666,60
JM Kemp,43,51,1.186046511627907,60
MEK Hussey,48,22,0.4583333333333333,60
MJ Clarke,16,1,0.0625,60
MV Boucher,60,42,0.7,60
NW Bracken,20,10,0.5,60
PA Jaques,4,0,0.0,60
RJ Peterson,3,4,1.3333333333333333,60
SM Katich,48,16,0.3333333333333333,60
SM Pollock,27,38,1.4074074074074074,60
SR Clark,5,2,0.4,60
SR Watson,40,27,0.675,60
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Balbirnie,47,29,0.6170212765957447,4865
BT Foakes,78,61,0.782051282051282,4865
DJ Malan,30,24,0.8,4865
DJ Willey,39,20,0.5128205128205128,4865
EJG Morgan,3,0,0.0,4865
GC Wilson,20,8,0.4,4865
GH Dockrell,42,24,0.5714285714285714,4865
J Little,6,9,1.5,4865
JE Root,6,7,1.1666666666666667,4865
JL Denly,18,8,0.4444444444444444,4865
JM Vince,28,18,0.6428571428571429,4865
KJ O'Brien,2,4,2.0,4865
L Tucker,5,7,1.4,4865
MR Adair,32,32,1.0,4865
PR Stirling,44,33,0.75,4865
TJ Murtagh,27,12,0.4444444444444444,4865
TK Curran,59,47,0.7966101694915254,4865
WB Rankin,12,5,0.4166666666666667,4865
WTS Porterfield,29,17,0.5862068965517241,4865
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Nel,4,0,0.0,283
AJ Hall,31,13,0.41935483870967744,283
BB McCullum,34,21,0.6176470588235294,283
DL Vettori,12,9,0.75,283
GC Smith,58,42,0.7241379310344828,283
HH Dippenaar,3,0,0.0,283
HH Gibbs,2,0,0.0,283
HJH Marshall,6,1,0.16666666666666666,283
JDP Oram,18,7,0.3888888888888889,283
JEC Franklin,12,9,0.75,283
JH Kallis,18,8,0.4444444444444444,283
JM Kemp,55,26,0.4727272727272727,283
JS Patel,7,2,0.2857142857142857,283
KD Mills,11,4,0.36363636363636365,283
L Vincent,29,17,0.5862068965517241,283
M Ntini,5,1,0.2,283
MV Boucher,28,8,0.2857142857142857,283
NJ Astle,27,14,0.5185185185185185,283
PG Fulton,12,2,0.16666666666666666,283
RJ Peterson,2,0,0.0,283
SM Pollock,3,1,0.3333333333333333,283
SP Fleming,114,89,0.7807017543859649,283
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BRM Taylor,30,27,0.9,692
CH Gayle,9,2,0.2222222222222222,692
CJ Chibhabha,89,73,0.8202247191011236,692
D Ramdin,5,8,1.6,692
DJ Bravo,1,0,0.0,692
DS Smith,15,5,0.3333333333333333,692
E Chigumbura,34,38,1.1176470588235294,692
H Masakadza,57,36,0.631578947368421,692
JE Taylor,1,1,1.0,692
KM Dabengwa,2,0,0.0,692
MN Samuels,49,25,0.5102040816326531,692
P Utseya,8,6,0.75,692
R Rampaul,1,0,0.0,692
RN Lewis,7,14,2.0,692
RS Morton,74,54,0.7297297297297297,692
S Chanderpaul,142,127,0.8943661971830986,692
S Matsikenyeri,42,55,1.3095238095238095,692
T Taibu,20,10,0.5,692
V Sibanda,27,14,0.5185185185185185,692
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Abdur Razzak,1,1,1.0,828
Aftab Ahmed,10,1,0.1,828
Dhiman Ghosh,45,27,0.6,828
Farhad Reza,34,26,0.7647058823529411,828
Mahmudullah,78,58,0.7435897435897436,828
Mashrafe Mortaza,4,1,0.25,828
Mohammad Ashraful,24,22,0.9166666666666666,828
Mohammad Yousuf,31,32,1.032258064516129,828
Nasir Jamshed,22,21,0.9545454545454546,828
Salman Butt,72,76,1.0555555555555556,828
Shahriar Nafees,10,4,0.4,828
Shakib Al Hasan,17,4,0.23529411764705882,828
Shoaib Malik,1,4,4.0,828
Tamim Iqbal,82,60,0.7317073170731707,828
Younis Khan,16,13,0.8125,828
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Hales,114,133,1.1666666666666667,3821
AD Mathews,54,44,0.8148148148148148,3821
BKG Mendis,11,0,0.0,3821
JJ Roy,99,112,1.1313131313131313,3821
LD Chandimal,86,52,0.6046511627906976,3821
MD Gunathilaka,21,22,1.0476190476190477,3821
MDKJ Perera,45,37,0.8222222222222222,3821
MF Maharoof,3,2,0.6666666666666666,3821
S Prasanna,6,2,0.3333333333333333,3821
S Randiv,27,26,0.9629629629629629,3821
WU Tharanga,49,53,1.0816326530612246,3821
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,59,77,1.305084745762712,3349
Ahmed Shehzad,31,18,0.5806451612903226,3349
DA Miller,13,0,0.0,3349
DW Steyn,17,16,0.9411764705882353,3349
F du Plessis,31,27,0.8709677419354839,3349
HM Amla,27,38,1.4074074074074074,3349
Imran Tahir,7,0,0.0,3349
JP Duminy,14,12,0.8571428571428571,3349
KJ Abbott,19,12,0.631578947368421,3349
M Morkel,10,6,0.6,3349
Misbah-ul-Haq,88,56,0.6363636363636364,3349
Mohammad Irfan,3,1,0.3333333333333333,3349
Q de Kock,2,0,0.0,3349
RR Rossouw,9,6,0.6666666666666666,3349
Rahat Ali,6,1,0.16666666666666666,3349
Sarfraz Ahmed,50,49,0.98,3349
Shahid Afridi,15,22,1.4666666666666666,3349
Sohaib Maqsood,16,8,0.5,3349
Sohail Khan,11,3,0.2727272727272727,3349
Umar Akmal,20,13,0.65,3349
Wahab Riaz,1,0,0.0,3349
Younis Khan,45,37,0.8222222222222222,3349
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
KC Sangakkara,9,1,0.1111111111111111,1449
M Pushpakumara,21,7,0.3333333333333333,1449
SHT Kandamby,22,12,0.5454545454545454,1449
ST Jayasuriya,54,31,0.5740740740740741,1449
TM Dilshan,41,20,0.4878048780487805,1449
TT Samaraweera,2,2,1.0,1449
WU Tharanga,1,0,0.0,1449
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CJ McKay,3,3,1.0,2229
DA Warner,25,18,0.72,2229
DJ Hussey,77,72,0.935064935064935,2229
DT Christian,37,39,1.054054054054054,2229
G Gambhir,114,92,0.8070175438596491,2229
MJ Clarke,43,38,0.8837209302325582,2229
MS Dhoni,59,44,0.7457627118644068,2229
MS Wade,18,16,0.8888888888888888,2229
PJ Forrest,83,66,0.7951807228915663,2229
R Ashwin,2,1,0.5,2229
RA Jadeja,8,12,1.5,2229
RG Sharma,41,33,0.8048780487804879,2229
RJ Harris,4,2,0.5,2229
RT Ponting,14,6,0.42857142857142855,2229
SK Raina,31,38,1.2258064516129032,2229
V Kohli,28,18,0.6428571428571429,2229
V Sehwag,22,20,0.9090909090909091,2229
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Nel,3,1,0.3333333333333333,541
AB de Villiers,7,0,0.0,541
AJ Hall,19,17,0.8947368421052632,541
HH Gibbs,29,17,0.5862068965517241,541
JH Kallis,6,2,0.3333333333333333,541
JP Duminy,59,40,0.6779661016949152,541
KD Karthik,39,32,0.8205128205128205,541
MN van Wyk,128,82,0.640625,541
MS Dhoni,5,0,0.0,541
MV Boucher,55,55,1.0,541
R Dravid,10,2,0.2,541
SC Ganguly,75,42,0.56,541
SR Tendulkar,108,93,0.8611111111111112,541
Yuvraj Singh,64,49,0.765625,541
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,26,33,1.2692307692307692,3243
AN Cook,18,10,0.5555555555555556,3243
BA Stokes,27,16,0.5925925925925926,3243
BMAJ Mendis,16,30,1.875,3243
CR Woakes,12,7,0.5833333333333334,3243
DPMD Jayawardene,63,55,0.873015873015873,3243
EJG Morgan,3,1,0.3333333333333333,3243
HDRL Thirimanne,23,27,1.173913043478261,3243
HF Gurney,2,1,0.5,3243
IR Bell,36,35,0.9722222222222222,3243
JC Buttler,23,21,0.9130434782608695,3243
JC Tredwell,11,6,0.5454545454545454,3243
JE Root,8,2,0.25,3243
KC Sangakkara,5,2,0.4,3243
MDKJ Perera,75,59,0.7866666666666666,3243
MM Ali,87,119,1.367816091954023,3243
NLTC Perera,6,4,0.6666666666666666,3243
RS Bopara,63,65,1.0317460317460319,3243
TM Dilshan,102,88,0.8627450980392157,3243
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,25,19,0.76,3307
AD Russell,42,64,1.5238095238095237,3307
AM Phangiso,1,0,0.0,3307
CH Gayle,19,10,0.5263157894736842,3307
CR Brathwaite,15,11,0.7333333333333333,3307
D Ramdin,5,3,0.6,3307
DA Miller,136,130,0.9558823529411765,3307
DJG Sammy,56,51,0.9107142857142857,3307
DR Smith,3,0,0.0,3307
F Behardien,18,12,0.6666666666666666,3307
F du Plessis,12,4,0.3333333333333333,3307
JL Carter,13,5,0.38461538461538464,3307
JO Holder,14,13,0.9285714285714286,3307
JP Duminy,68,43,0.6323529411764706,3307
KJ Abbott,2,1,0.5,3307
LR Johnson,42,18,0.42857142857142855,3307
MN Samuels,96,68,0.7083333333333334,3307
MN van Wyk,24,18,0.75,3307
RR Rossouw,4,4,1.0,3307
SS Cottrell,1,1,1.0,3307
WD Parnell,19,12,0.631578947368421,3307
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
C Munro,34,24,0.7058823529411765,4897
C de Grandhomme,13,15,1.1538461538461537,4897
JDS Neesham,35,25,0.7142857142857143,4897
KS Williamson,72,40,0.5555555555555556,4897
LH Ferguson,5,4,0.8,4897
LRPL Taylor,95,82,0.8631578947368421,4897
MJ Guptill,14,25,1.7857142857142858,4897
MJ Henry,9,6,0.6666666666666666,4897
MJ Santner,12,17,1.4166666666666667,4897
Mahmudullah,42,20,0.47619047619047616,4897
Mashrafe Mortaza,2,1,0.5,4897
Mehedi Hasan Miraz,9,7,0.7777777777777778,4897
Mohammad Mithun,37,26,0.7027027027027027,4897
Mohammad Saifuddin,23,29,1.2608695652173914,4897
Mosaddek Hossain,23,11,0.4782608695652174,4897
Mushfiqur Rahim,36,19,0.5277777777777778,4897
Shakib Al Hasan,69,64,0.927536231884058,4897
Soumya Sarkar,25,25,1.0,4897
TWM Latham,4,0,0.0,4897
Tamim Iqbal,39,24,0.6153846153846154,4897
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AA Obanda,51,38,0.7450980392156863,1028
AB de Villiers,18,11,0.6111111111111112,1028
DO Obuya,64,35,0.546875,1028
E Otieno,9,1,0.1111111111111111,1028
HA Varaiya,12,4,0.3333333333333333,1028
HH Gibbs,49,44,0.8979591836734694,1028
HM Amla,7,7,1.0,1028
J Botha,4,6,1.5,1028
JA Morkel,7,1,0.14285714285714285,1028
JH Kallis,88,71,0.8068181818181818,1028
JK Kamande,21,6,0.2857142857142857,1028
JL Ontong,22,19,0.8636363636363636,1028
JP Duminy,95,90,0.9473684210526315,1028
MA Ouma,46,18,0.391304347826087,1028
MV Boucher,32,57,1.78125,1028
NN Odhiambo,32,17,0.53125,1028
PJ Ongondo,6,1,0.16666666666666666,1028
SO Tikolo,22,18,0.8181818181818182,1028
SR Waters,23,15,0.6521739130434783,1028
TM Odoyo,17,9,0.5294117647058824,1028
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AM Rahane,38,33,0.868421052631579,3933
CJ Anderson,16,4,0.25,3933
DAJ Bracewell,48,15,0.3125,3933
IS Sodhi,10,1,0.1,3933
JDS Neesham,25,10,0.4,3933
KM Jadhav,12,10,0.8333333333333334,3933
KS Williamson,9,3,0.3333333333333333,3933
L Ronchi,3,0,0.0,3933
LRPL Taylor,1,0,0.0,3933
MJ Guptill,12,12,1.0,3933
MJ Santner,1,0,0.0,3933
MK Pandey,25,17,0.68,3933
MS Dhoni,25,21,0.84,3933
RG Sharma,27,14,0.5185185185185185,3933
TG Southee,46,55,1.1956521739130435,3933
TWM Latham,100,79,0.79,3933
V Kohli,81,85,1.0493827160493827,3933
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CS MacLeod,11,11,1.0,3347
HJW Gardiner,32,19,0.59375,3347
JH Davey,4,4,1.0,3347
KJ Coetzer,136,156,1.1470588235294117,3347
MH Cross,15,20,1.3333333333333333,3347
MW Machan,51,35,0.6862745098039216,3347
