PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Mahmudullah,65,62,0.9538461538461539,3347
Mushfiqur Rahim,42,60,1.4285714285714286,3347
PL Mommsen,38,39,1.0263157894736843,3347
RD Berrington,16,26,1.625,3347
RM Haq,3,1,0.3333333333333333,3347
Sabbir Rahman,40,42,1.05,3347
Shakib Al Hasan,44,52,1.1818181818181819,3347
Soumya Sarkar,5,2,0.4,3347
Tamim Iqbal,102,95,0.9313725490196079,3347
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Redmond,46,26,0.5652173913043478,1367
BB McCullum,16,0,0.0,1367
CL White,102,62,0.6078431372549019,1367
GD Elliott,9,9,1.0,1367
IG Butler,7,6,0.8571428571428571,1367
JEC Franklin,43,33,0.7674418604651163,1367
JR Hopes,22,22,1.0,1367
JS Patel,19,16,0.8421052631578947,1367
KD Mills,15,12,0.8,1367
LRPL Taylor,13,6,0.46153846153846156,1367
MEK Hussey,9,11,1.2222222222222223,1367
MJ Guptill,66,40,0.6060606060606061,1367
NT Broom,65,37,0.5692307692307692,1367
RT Ponting,5,1,0.2,1367
SE Bond,10,3,0.3,1367
SR Watson,129,105,0.813953488372093,1367
TD Paine,6,1,0.16666666666666666,1367
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
ADS Fletcher,80,54,0.675,1358
B Lee,28,25,0.8928571428571429,1358
CAK Walton,2,0,0.0,1358
CJ Ferguson,34,20,0.5882352941176471,1358
CL White,17,4,0.23529411764705882,1358
DE Bernard,6,8,1.3333333333333333,1358
DJG Sammy,24,20,0.8333333333333334,1358
DS Smith,16,17,1.0625,1358
FL Reifer,60,28,0.4666666666666667,1358
JR Hopes,13,5,0.38461538461538464,1358
KAJ Roach,9,3,0.3333333333333333,1358
MEK Hussey,14,6,0.42857142857142855,1358
MG Johnson,48,73,1.5208333333333333,1358
NM Hauritz,3,7,2.3333333333333335,1358
NO Miller,7,4,0.5714285714285714,1358
RT Ponting,96,79,0.8229166666666666,1358
SR Watson,1,0,0.0,1358
TD Paine,60,33,0.55,1358
TM Dowlin,90,55,0.6111111111111112,1358
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Balbirnie,10,9,0.9,3328
AD Russell,13,27,2.076923076923077,3328
CH Gayle,66,36,0.5454545454545454,3328
D Ramdin,6,1,0.16666666666666666,3328
DJG Sammy,71,89,1.2535211267605635,3328
DR Smith,25,18,0.72,3328
EC Joyce,67,84,1.2537313432835822,3328
GC Wilson,6,1,0.16666666666666666,3328
JF Mooney,5,6,1.2,3328
KJ O'Brien,1,0,0.0,3328
LMP Simmons,87,102,1.1724137931034482,3328
MN Samuels,41,21,0.5121951219512195,3328
NJ O'Brien,61,79,1.2950819672131149,3328
PR Stirling,85,92,1.0823529411764705,3328
WTS Porterfield,45,23,0.5111111111111111,3328
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AJ Redmond,57,31,0.543859649122807,1365
BB McCullum,16,17,1.0625,1365
DL Vettori,43,41,0.9534883720930233,1365
GD Elliott,105,75,0.7142857142857143,1365
Imran Nazir,41,28,0.6829268292682927,1365
Kamran Akmal,36,24,0.6666666666666666,1365
LRPL Taylor,62,38,0.6129032258064516,1365
MJ Guptill,10,11,1.1,1365
Mohammad Amir,21,19,0.9047619047619048,1365
Mohammad Yousuf,78,45,0.5769230769230769,1365
NT Broom,4,3,0.75,1365
Naved-ul-Hasan,8,8,1.0,1365
Saeed Ajmal,17,14,0.8235294117647058,1365
Shahid Afridi,4,4,1.0,1365
Shoaib Malik,7,2,0.2857142857142857,1365
Umar Akmal,63,55,0.873015873015873,1365
Umar Gul,9,6,0.6666666666666666,1365
Younis Khan,23,15,0.6521739130434783,1365
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
DPMD Jayawardene,15,12,0.8,2262
HDRL Thirimanne,18,7,0.3888888888888889,2262
Hammad Azam,5,4,0.8,2262
KC Sangakkara,93,71,0.7634408602150538,2262
KMDN Kulasekara,16,4,0.25,2262
LD Chandimal,4,0,0.0,2262
MF Maharoof,8,2,0.25,2262
Misbah-ul-Haq,94,72,0.7659574468085106,2262
Mohammad Hafeez,35,11,0.3142857142857143,2262
Nasir Jamshed,25,18,0.72,2262
RAS Lakmal,4,0,0.0,2262
S Prasanna,19,5,0.2631578947368421,2262
SL Malinga,6,1,0.16666666666666666,2262
TM Dilshan,21,20,0.9523809523809523,2262
Umar Akmal,73,77,1.0547945205479452,2262
WU Tharanga,74,57,0.7702702702702703,2262
Younis Khan,11,2,0.18181818181818182,2262
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
DA Warner,140,100,0.7142857142857143,2253
DJ Hussey,8,7,0.875,2253
DPMD Jayawardene,77,80,1.0389610389610389,2253
DT Christian,4,4,1.0,2253
KC Sangakkara,57,51,0.8947368421052632,2253
LD Chandimal,17,17,1.0,2253
MEK Hussey,5,6,1.2,2253
MJ Clarke,93,117,1.2580645161290323,2253
MS Wade,19,14,0.7368421052631579,2253
SR Watson,34,15,0.4411764705882353,2253
TM Dilshan,125,106,0.848,2253
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CK Kapugedera,59,43,0.7288135593220338,906
DPMD Jayawardene,43,29,0.6744186046511628,906
Iftikhar Anjum,5,7,1.4,906
KC Sangakkara,113,112,0.9911504424778761,906
KMDN Kulasekara,3,1,0.3333333333333333,906
LPC Silva,48,46,0.9583333333333334,906
Mansoor Amjad,10,5,0.5,906
Misbah-ul-Haq,71,76,1.0704225352112675,906
Mohammad Yousuf,29,19,0.6551724137931034,906
ST Jayasuriya,14,8,0.5714285714285714,906
Salman Butt,1,0,0.0,906
Sarfraz Ahmed,31,19,0.6129032258064516,906
Shahid Afridi,1,0,0.0,906
Shoaib Malik,79,52,0.6582278481012658,906
Sohail Tanvir,9,9,1.0,906
T Thushara,20,28,1.4,906
TM Dilshan,8,8,1.0,906
WPUJC Vaas,3,4,1.3333333333333333,906
Wahab Riaz,5,1,0.2,906
Younis Khan,60,47,0.7833333333333333,906
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Mishra,17,14,0.8235294117647058,3943
AM Rahane,74,57,0.7702702702702703,3943
AP Devcich,11,11,1.0,3943
AR Patel,40,38,0.95,3943
BJ Watling,21,14,0.6666666666666666,3943
DS Kulkarni,29,25,0.8620689655172413,3943
HH Pandya,13,9,0.6923076923076923,3943
JDS Neesham,9,6,0.6666666666666666,3943
KM Jadhav,1,0,0.0,3943
KS Williamson,61,41,0.6721311475409836,3943
LRPL Taylor,59,35,0.5932203389830508,3943
MJ Guptill,90,72,0.8,3943
MJ Santner,15,17,1.1333333333333333,3943
MK Pandey,12,12,1.0,3943
MS Dhoni,32,11,0.34375,3943
RG Sharma,19,11,0.5789473684210527,3943
TG Southee,5,9,1.8,3943
TWM Latham,42,39,0.9285714285714286,3943
UT Yadav,12,7,0.5833333333333334,3943
V Kohli,51,45,0.8823529411764706,3943
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
G Gambhir,64,62,0.96875,887
IK Pathan,18,18,1.0,887
Iftikhar Anjum,19,16,0.8421052631578947,887
Kamran Akmal,35,38,1.0857142857142856,887
MS Dhoni,23,24,1.0434782608695652,887
Misbah-ul-Haq,28,24,0.8571428571428571,887
Mohammad Yousuf,11,11,1.0,887
P Kumar,7,6,0.8571428571428571,887
PP Chawla,2,0,0.0,887
RG Sharma,27,9,0.3333333333333333,887
SK Raina,26,26,1.0,887
Salman Butt,8,9,1.125,887
Shahid Afridi,19,23,1.2105263157894737,887
Shoaib Malik,67,53,0.7910447761194029,887
Sohail Tanvir,12,6,0.5,887
Umar Gul,9,7,0.7777777777777778,887
V Sehwag,78,89,1.141025641025641,887
Wahab Riaz,5,0,0.0,887
YK Pathan,13,3,0.23076923076923078,887
Younis Khan,1,0,0.0,887
Yuvraj Singh,60,55,0.9166666666666666,887
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Nehra,12,0,0.0,1692
AJ McKay,12,3,0.25,1692
BJ Watling,13,2,0.15384615384615385,1692
GD Elliott,42,11,0.2619047619047619,1692
GJ Hopkins,5,0,0.0,1692
I Sharma,12,8,0.6666666666666666,1692
KD Karthik,3,0,0.0,1692
KD Mills,35,52,1.4857142857142858,1692
KS Williamson,27,13,0.48148148148148145,1692
LRPL Taylor,15,8,0.5333333333333333,1692
MJ Guptill,1,0,0.0,1692
MM Patel,11,7,0.6363636363636364,1692
MS Dhoni,79,38,0.4810126582278481,1692
NL McCullum,19,5,0.2631578947368421,1692
P Kumar,13,6,0.46153846153846156,1692
RA Jadeja,27,17,0.6296296296296297,1692
SB Styris,15,1,0.06666666666666667,1692
SK Raina,3,1,0.3333333333333333,1692
TG Southee,5,10,2.0,1692
V Kohli,16,8,0.5,1692
V Sehwag,98,110,1.1224489795918366,1692
Yuvraj Singh,20,6,0.3,1692
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Kumble,14,2,0.14285714285714285,326
A Nel,2,0,0.0,326
AB Agarkar,15,6,0.4,326
AB de Villiers,8,13,1.625,326
AJ Hall,9,13,1.4444444444444444,326
GC Smith,3,0,0.0,326
HH Gibbs,124,93,0.75,326
IK Pathan,56,47,0.8392857142857143,326
JH Kallis,62,49,0.7903225806451613,326
JM Kemp,1,0,0.0,326
KD Karthik,38,17,0.4473684210526316,326
LE Bosman,2,0,0.0,326
M Kaif,22,10,0.45454545454545453,326
MS Dhoni,21,26,1.2380952380952381,326
MV Boucher,50,29,0.58,326
S Sreesanth,13,3,0.23076923076923078,326
SM Pollock,43,37,0.8604651162790697,326
SR Tendulkar,3,1,0.3333333333333333,326
V Sehwag,22,18,0.8181818181818182,326
W Jaffer,20,10,0.5,326
Z Khan,13,11,0.8461538461538461,326
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AG Cremer,19,9,0.47368421052631576,1393
BRM Taylor,15,2,0.13333333333333333,1393
CJ Chibhabha,13,5,0.38461538461538464,1393
CK Coventry,29,29,1.0,1393
E Chigumbura,35,20,0.5714285714285714,1393
F Mutizwa,2,0,0.0,1393
H Masakadza,79,84,1.0632911392405062,1393
Junaid Siddique,7,5,0.7142857142857143,1393
KM Jarvis,1,0,0.0,1393
MN Waller,45,27,0.6,1393
Mahmudullah,19,7,0.3684210526315789,1393
Mohammad Ashraful,93,63,0.6774193548387096,1393
Mushfiqur Rahim,10,4,0.4,1393
Naeem Islam,2,4,2.0,1393
RW Price,4,3,0.75,1393
Raqibul Hasan,29,21,0.7241379310344828,1393
S Matsikenyeri,10,5,0.5,1393
Shakib Al Hasan,17,5,0.29411764705882354,1393
Tamim Iqbal,74,80,1.0810810810810811,1393
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Ahmed Shehzad,36,15,0.4166666666666667,3313
BB McCullum,12,17,1.4166666666666667,3313
Bilawal Bhatti,2,0,0.0,3313
Ehsan Adil,8,6,0.75,3313
GD Elliott,71,64,0.9014084507042254,3313
Haris Sohail,39,23,0.5897435897435898,3313
LRPL Taylor,84,59,0.7023809523809523,3313
MJ Guptill,50,39,0.78,3313
Misbah-ul-Haq,91,58,0.6373626373626373,3313
Mohammad Hafeez,5,0,0.0,3313
Mohammad Irfan,8,1,0.125,3313
Sarfraz Ahmed,12,5,0.4166666666666667,3313
Shahid Afridi,29,67,2.310344827586207,3313
TWM Latham,28,23,0.8214285714285714,3313
Umar Akmal,25,13,0.52,3313
Younis Khan,28,9,0.32142857142857145,3313
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Amir Hamza,6,0,0.0,2227
Asad Shafiq,21,20,0.9523809523809523,2227
Dawlat Zadran,19,12,0.631578947368421,2227
Gulbadin Naib,23,7,0.30434782608695654,2227
Imran Farhat,68,52,0.7647058823529411,2227
Karim Sadiq,48,40,0.8333333333333334,2227
Mirwais Ashraf,27,12,0.4444444444444444,2227
Misbah-ul-Haq,56,40,0.7142857142857143,2227
Mohammad Hafeez,17,8,0.47058823529411764,2227
Mohammad Nabi,58,37,0.6379310344827587,2227
Mohammad Shahzad,17,20,1.1764705882352942,2227
Nawroz Mangal,17,11,0.6470588235294118,2227
Noor Ali Zadran,8,9,1.125,2227
Samiullah Shenwari,69,32,0.463768115942029,2227
Shapoor Zadran,3,2,0.6666666666666666,2227
Younis Khan,67,70,1.044776119402985,2227
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,4,0,0.0,455
AC Botha,20,14,0.7,455
AG Prince,44,47,1.0681818181818181,455
AR White,31,30,0.967741935483871,455
D Langford-Smith,10,17,1.7,455
DT Johnston,14,13,0.9285714285714286,455
EJG Morgan,52,28,0.5384615384615384,455
GC Smith,45,41,0.9111111111111111,455
HH Gibbs,15,6,0.4,455
JH Kallis,86,66,0.7674418604651163,455
JP Bray,9,0,0.0,455
NJ O'Brien,38,25,0.6578947368421053,455
PJK Mooney,1,0,0.0,455
WK McCallan,6,3,0.5,455
WTS Porterfield,33,14,0.42424242424242425,455
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Russell,17,29,1.7058823529411764,2381
BB McCullum,19,10,0.5263157894736842,2381
CH Gayle,19,16,0.8421052631578947,2381
DAJ Bracewell,9,5,0.5555555555555556,2381
DC Thomas,43,37,0.8604651162790697,2381
DJ Bravo,37,18,0.4864864864864865,2381
DJG Sammy,25,26,1.04,2381
DR Smith,5,0,0.0,2381
J Charles,16,1,0.0625,2381
JDP Oram,19,6,0.3157894736842105,2381
KA Pollard,74,56,0.7567567567567568,2381
KS Williamson,12,3,0.25,2381
LRPL Taylor,115,110,0.9565217391304348,2381
MJ Guptill,4,0,0.0,2381
MN Samuels,67,46,0.6865671641791045,2381
NL McCullum,20,11,0.55,2381
RJ Nicol,33,35,1.0606060606060606,2381
SP Narine,7,6,0.8571428571428571,2381
TA Boult,2,1,0.5,2381
TG Southee,8,3,0.375,2381
TL Best,6,3,0.5,2381
TWM Latham,64,32,0.5,2381
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,43,29,0.6744186046511628,1758
Abdul Razzaq,74,109,1.472972972972973,1758
Asad Shafiq,10,1,0.1,1758
CA Ingram,122,100,0.819672131147541,1758
CK Langeveldt,2,4,2.0,1758
DA Miller,10,6,0.6,1758
Fawad Alam,70,48,0.6857142857142857,1758
HM Amla,62,65,1.0483870967741935,1758
J Botha,11,9,0.8181818181818182,1758
JA Morkel,2,1,0.5,1758
JP Duminy,44,54,1.2272727272727273,1758
M Morkel,2,1,0.5,1758
Misbah-ul-Haq,28,17,0.6071428571428571,1758
Mohammad Hafeez,42,30,0.7142857142857143,1758
RJ Peterson,7,6,0.8571428571428571,1758
Saeed Ajmal,2,1,0.5,1758
Shahid Afridi,41,49,1.1951219512195121,1758
Shoaib Akhtar,1,0,0.0,1758
Wahab Riaz,5,0,0.0,1758
Younis Khan,25,18,0.72,1758
Zulqarnain Haider,8,6,0.75,1758
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CH Gayle,42,72,1.7142857142857142,4966
CR Brathwaite,14,16,1.1428571428571428,4966
E Lewis,31,43,1.3870967741935485,4966
FA Allen,7,6,0.8571428571428571,4966
JO Holder,20,14,0.7,4966
KM Jadhav,12,19,1.5833333333333333,4966
N Pooran,18,30,1.6666666666666667,4966
RG Sharma,6,10,1.6666666666666667,4966
RR Pant,1,0,0.0,4966
S Dhawan,39,36,0.9230769230769231,4966
SD Hope,53,24,0.4528301886792453,4966
SO Hetmyer,32,25,0.78125,4966
SS Iyer,42,65,1.5476190476190477,4966
V Kohli,102,114,1.1176470588235294,4966
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,4,4,1.0,4165
BKG Mendis,10,11,1.1,4165
CH Morris,22,20,0.9090909090909091,4165
CK Kapugedera,1,0,0.0,4165
DA Miller,22,18,0.8181818181818182,4165
DAS Gunaratne,13,4,0.3076923076923077,4165
F du Plessis,72,75,1.0416666666666667,4165
HM Amla,116,103,0.8879310344827587,4165
JP Duminy,21,38,1.8095238095238095,4165
LD Chandimal,22,12,0.5454545454545454,4165
MDKJ Perera,66,44,0.6666666666666666,4165
N Dickwella,36,41,1.1388888888888888,4165
N Pradeep,12,5,0.4166666666666667,4165
Q de Kock,45,23,0.5111111111111111,4165
RAS Lakmal,3,0,0.0,4165
S Prasanna,20,13,0.65,4165
SL Malinga,2,1,0.5,4165
WD Parnell,8,7,0.875,4165
WU Tharanga,73,57,0.7808219178082192,4165
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
DT Johnston,10,12,1.2,2795
EC Joyce,11,1,0.09090909090909091,2795
EJG Morgan,106,124,1.169811320754717,2795
GC Wilson,4,2,0.5,2795
GS Ballance,2,0,0.0,2795
JF Mooney,43,27,0.627906976744186,2795
JWA Taylor,44,25,0.5681818181818182,2795
KJ O'Brien,27,23,0.8518518518518519,2795
LJ Wright,20,5,0.25,2795
MA Carberry,13,10,0.7692307692307693,2795
MC Sorensen,17,24,1.411764705882353,2795
NJ O'Brien,39,26,0.6666666666666666,2795
PR Stirling,15,10,0.6666666666666666,2795
RS Bopara,76,101,1.3289473684210527,2795
WTS Porterfield,143,112,0.7832167832167832,2795
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Azhar Ali,78,79,1.0128205128205128,3428
E Chigumbura,95,117,1.231578947368421,3428
H Masakadza,74,73,0.9864864864864865,3428
Haris Sohail,67,89,1.328358208955224,3428
Mohammad Hafeez,83,86,1.036144578313253,3428
P Utseya,18,21,1.1666666666666667,3428
R Mutumbami,21,21,1.0,3428
SC Williams,29,36,1.2413793103448276,3428
Shoaib Malik,76,112,1.4736842105263157,3428
Sikandar Raza,31,36,1.1612903225806452,3428
V Sibanda,37,23,0.6216216216216216,3428
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Nehra,17,16,0.9411764705882353,1508
AB de Villiers,23,25,1.0869565217391304,1508
AN Petersen,21,9,0.42857142857142855,1508
CK Langeveldt,2,4,2.0,1508
DW Steyn,19,35,1.8421052631578947,1508
HH Gibbs,41,27,0.6585365853658537,1508
J Botha,11,10,0.9090909090909091,1508
JA Morkel,8,2,0.25,1508
JH Kallis,97,89,0.9175257731958762,1508
KD Karthik,58,44,0.7586206896551724,1508
LE Bosman,24,29,1.2083333333333333,1508
MS Dhoni,29,26,0.896551724137931,1508
MV Boucher,10,5,0.5,1508
P Kumar,14,13,0.9285714285714286,1508
RA Jadeja,23,22,0.9565217391304348,1508
SK Raina,67,58,0.8656716417910447,1508
SR Tendulkar,5,4,0.8,1508
V Kohli,46,31,0.6739130434782609,1508
V Sehwag,38,46,1.2105263157894737,1508
WD Parnell,48,49,1.0208333333333333,1508
YK Pathan,15,18,1.2,1508
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BB McCullum,2,2,1.0,1135
BJ Diamanti,23,26,1.1304347826086956,1135
BJ Haddin,66,88,1.3333333333333333,1135
CJ Ferguson,35,55,1.5714285714285714,1135
DJ Hussey,8,6,0.75,1135
GD Elliott,1,0,0.0,1135
JR Hopes,10,5,0.5,1135
KD Mills,9,1,0.1111111111111111,1135
LRPL Taylor,3,4,1.3333333333333333,1135
MEK Hussey,13,9,0.6923076923076923,1135
MJ Guptill,35,64,1.8285714285714285,1135
NT Broom,1,0,0.0,1135
PG Fulton,13,22,1.6923076923076923,1135
RT Ponting,3,2,0.6666666666666666,1135
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,36,42,1.1666666666666667,3070
AN Cook,87,56,0.6436781609195402,3070
CJ Jordan,45,30,0.6666666666666666,3070
DPMD Jayawardene,92,53,0.5760869565217391,3070
EJG Morgan,28,17,0.6071428571428571,3070
GS Ballance,15,10,0.6666666666666666,3070
HDRL Thirimanne,102,60,0.5882352941176471,3070
HF Gurney,2,0,0.0,3070
IR Bell,43,37,0.8604651162790697,3070
JC Buttler,25,21,0.84,3070
JC Tredwell,5,0,0.0,3070
JE Root,12,10,0.8333333333333334,3070
JM Anderson,7,5,0.7142857142857143,3070
KC Sangakkara,13,2,0.15384615384615385,3070
MDKJ Perera,31,19,0.6129032258064516,3070
RS Bopara,30,17,0.5666666666666667,3070
TM Dilshan,26,28,1.0769230769230769,3070
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Abdur Rehman,5,2,0.4,673
G Gambhir,50,25,0.5,673
Harbhajan Singh,11,10,0.9090909090909091,673
IK Pathan,7,17,2.4285714285714284,673
Kamran Akmal,2,2,1.0,673
MS Dhoni,56,49,0.875,673
Misbah-ul-Haq,49,38,0.7755102040816326,673
Mohammad Yousuf,24,16,0.6666666666666666,673
RV Uthappa,17,19,1.1176470588235294,673
SC Ganguly,50,39,0.78,673
SR Tendulkar,27,29,1.0740740740740742,673
Salman Butt,144,129,0.8958333333333334,673
Shahid Afridi,8,12,1.5,673
Shoaib Akhtar,2,1,0.5,673
Shoaib Malik,35,12,0.34285714285714286,673
Umar Gul,2,2,1.0,673
Younis Khan,21,21,1.0,673
Yuvraj Singh,98,77,0.7857142857142857,673
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
A Shahzad,3,1,0.3333333333333333,1893
AJ Strauss,32,18,0.5625,1893
Abdur Razzak,5,1,0.2,1893
EJG Morgan,73,63,0.863013698630137,1893
GP Swann,8,12,1.5,1893
IJL Trott,100,67,0.67,1893
IR Bell,23,5,0.21739130434782608,1893
Imrul Kayes,106,60,0.5660377358490566,1893
JM Anderson,6,2,0.3333333333333333,1893
Junaid Siddique,12,12,1.0,1893
MJ Prior,21,15,0.7142857142857143,1893
Mahmudullah,47,21,0.44680851063829785,1893
Mushfiqur Rahim,21,6,0.2857142857142857,1893
Naeem Islam,5,0,0.0,1893
PD Collingwood,14,14,1.0,1893
RS Bopara,22,16,0.7272727272727273,1893
Raqibul Hasan,2,0,0.0,1893
Shafiul Islam,24,24,1.0,1893
Shakib Al Hasan,60,32,0.5333333333333333,1893
TT Bresnan,2,2,1.0,1893
Tamim Iqbal,26,38,1.4615384615384615,1893
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,76,104,1.368421052631579,3563
AM Rahane,86,60,0.6976744186046512,3563
B Kumar,1,1,1.0,3563
DA Miller,22,13,0.5909090909090909,3563
F Behardien,19,35,1.8421052631578947,3563
F du Plessis,77,62,0.8051948051948052,3563
HM Amla,60,37,0.6166666666666667,3563
JP Duminy,17,15,0.8823529411764706,3563
MS Dhoni,30,31,1.0333333333333334,3563
Q de Kock,34,29,0.8529411764705882,3563
RG Sharma,135,150,1.1111111111111112,3563
S Dhawan,30,23,0.7666666666666667,3563
SK Raina,3,3,1.0,3563
STR Binny,5,2,0.4,3563
V Kohli,19,11,0.5789473684210527,3563
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AD Mathews,33,30,0.9090909090909091,3068
AN Cook,6,1,0.16666666666666666,3068
BAW Mendis,1,4,4.0,3068
CJ Jordan,10,5,0.5,3068
DPMD Jayawardene,15,7,0.4666666666666667,3068
EJG Morgan,18,12,0.6666666666666666,3068
GS Ballance,69,42,0.6086956521739131,3068
HDRL Thirimanne,14,16,1.1428571428571428,3068
IR Bell,8,7,0.875,3068
JC Buttler,75,121,1.6133333333333333,3068
JC Tredwell,2,1,0.5,3068
JE Root,68,43,0.6323529411764706,3068
KC Sangakkara,108,112,1.037037037037037,3068
KMDN Kulasekara,2,0,0.0,3068
MDKJ Perera,15,19,1.2666666666666666,3068
RS Bopara,48,51,1.0625,3068
SMA Priyanjan,9,9,1.0,3068
SMSM Senanayake,6,12,2.0,3068
TM Dilshan,110,71,0.6454545454545455,3068
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
Asghar Stanikzai,34,40,1.1764705882352942,4926
CH Gayle,18,7,0.3888888888888889,4926
CR Brathwaite,4,14,3.5,4926
Dawlat Zadran,2,1,0.5,4926
E Lewis,80,58,0.725,4926
Gulbadin Naib,6,5,0.8333333333333334,4926
Ikram Alikhil,93,86,0.9247311827956989,4926
JO Holder,36,45,1.25,4926
Mohammad Nabi,7,2,0.2857142857142857,4926
Mujeeb Ur Rahman,5,7,1.4,4926
N Pooran,44,58,1.3181818181818181,4926
Najibullah Zadran,38,31,0.8157894736842105,4926
Rahmat Shah,80,62,0.775,4926
Rashid Khan,20,9,0.45,4926
SD Hope,92,77,0.8369565217391305,4926
SO Hetmyer,31,39,1.2580645161290323,4926
Samiullah Shenwari,10,6,0.6,4926
Sayed Shirzad,17,25,1.4705882352941178,4926
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
CH Gayle,10,8,0.8,1905
D Bishoo,3,0,0.0,1905
DC Thomas,1,0,0.0,1905
DJG Sammy,4,1,0.25,1905
DM Bravo,3,0,0.0,1905
DS Smith,14,7,0.5,1905
KA Pollard,8,1,0.125,1905
KAJ Roach,44,16,0.36363636363636365,1905
Kamran Akmal,62,47,0.7580645161290323,1905
Mohammad Hafeez,64,61,0.953125,1905
R Rampaul,5,0,0.0,1905
RR Sarwan,70,24,0.34285714285714286,1905
S Chanderpaul,107,44,0.411214953271028,1905
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,5,3,0.6,4043
BKG Mendis,22,20,0.9090909090909091,4043
CH Morris,20,26,1.3,4043
DA Miller,102,117,1.1470588235294117,4043
DAS Gunaratne,24,18,0.75,4043
DM de Silva,5,1,0.2,4043
F du Plessis,121,105,0.8677685950413223,4043
HM Amla,14,15,1.0714285714285714,4043
JP Duminy,19,11,0.5789473684210527,4043
KMDN Kulasekara,20,12,0.6,4043
LD Chandimal,49,36,0.7346938775510204,4043
N Dickwella,22,25,1.1363636363636365,4043
PADLR Sandakan,4,0,0.0,4043
PC de Silva,14,14,1.0,4043
Q de Kock,22,17,0.7727272727272727,4043
RAS Lakmal,6,2,0.3333333333333333,4043
SS Pathirana,36,26,0.7222222222222222,4043
WD Parnell,2,2,1.0,4043
WU Tharanga,30,26,0.8666666666666667,4043
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AB de Villiers,86,82,0.9534883720930233,1118
BJ Haddin,10,3,0.3,1118
BW Hilfenhaus,17,5,0.29411764705882354,1118
CL White,54,30,0.5555555555555556,1118
DA Warner,9,1,0.1111111111111111,1118
DJ Hussey,30,24,0.8,1118
HH Gibbs,30,38,1.2666666666666666,1118
HM Amla,106,80,0.7547169811320755,1118
JH Kallis,12,13,1.0833333333333333,1118
JR Hopes,44,42,0.9545454545454546,1118
MEK Hussey,37,28,0.7567567567567568,1118
MG Johnson,7,0,0.0,1118
RT Ponting,71,63,0.8873239436619719,1118
SE Marsh,10,13,1.3,1118
SW Tait,6,4,0.6666666666666666,1118
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
BJ Haddin,7,7,1.0,1479
CL White,88,105,1.1931818181818181,1479
Kamran Akmal,35,34,0.9714285714285714,1479
MEK Hussey,38,35,0.9210526315789473,1479
MJ Clarke,77,58,0.7532467532467533,1479
Mohammad Amir,1,0,0.0,1479
Mohammad Asif,4,0,0.0,1479
Mohammad Yousuf,7,2,0.2857142857142857,1479
Naved-ul-Hasan,11,8,0.7272727272727273,1479
RT Ponting,49,27,0.5510204081632653,1479
SE Marsh,24,15,0.625,1479
SR Watson,13,5,0.38461538461538464,1479
Saeed Ajmal,7,2,0.2857142857142857,1479
Salman Butt,82,72,0.8780487804878049,1479
Shahid Afridi,26,48,1.8461538461538463,1479
Shoaib Malik,34,28,0.8235294117647058,1479
Umar Akmal,23,23,1.0,1479
Younis Khan,75,46,0.6133333333333333,1479
PLAYERS,STRIKER,RUNS,strike_rate_bat,Days
AC Botha,16,15,0.9375,1183
CJO Smith,4,0,0.0,1183
CM Wright,57,19,0.3333333333333333,1183
EJG Morgan,60,60,1.0,1183
GC Wilson,27,14,0.5185185185185185,1183
